Image_name,label
colorferet/dvd1/data/images/00658/00658_941121_rc.ppm,645
colorferet/dvd1/data/images/00658/00658_941121_hl.ppm,645
colorferet/dvd1/data/images/00658/00658_941121_rb.ppm,645
colorferet/dvd1/data/images/00658/00658_941121_ql.ppm,645
colorferet/dvd1/data/images/00658/00658_941121_ra.ppm,645
colorferet/dvd1/data/images/00658/00658_941121_fa.ppm,645
colorferet/dvd1/data/images/00658/00658_941121_pl.ppm,645
colorferet/dvd1/data/images/00658/00658_941121_fb.ppm,645
colorferet/dvd1/data/images/00658/00658_941121_hr.ppm,645
colorferet/dvd1/data/images/00658/00658_941121_qr.ppm,645
colorferet/dvd1/data/images/00658/00658_941121_pr.ppm,645
colorferet/dvd1/data/images/00693/00693_941121_hr.ppm,680
colorferet/dvd1/data/images/00693/00693_941121_qr.ppm,680
colorferet/dvd1/data/images/00693/00693_941121_pr.ppm,680
colorferet/dvd1/data/images/00693/00693_941121_rc.ppm,680
colorferet/dvd1/data/images/00693/00693_941121_hl.ppm,680
colorferet/dvd1/data/images/00693/00693_941121_rb.ppm,680
colorferet/dvd1/data/images/00693/00693_941121_ql.ppm,680
colorferet/dvd1/data/images/00693/00693_941121_ra.ppm,680
colorferet/dvd1/data/images/00693/00693_941121_fa.ppm,680
colorferet/dvd1/data/images/00693/00693_941121_pl.ppm,680
colorferet/dvd1/data/images/00693/00693_941121_fb.ppm,680
colorferet/dvd1/data/images/00455/00455_940422_pr.ppm,446
colorferet/dvd1/data/images/00455/00455_940422_hr.ppm,446
colorferet/dvd1/data/images/00455/00455_940422_fb.ppm,446
colorferet/dvd1/data/images/00455/00455_940422_fa.ppm,446
colorferet/dvd1/data/images/00455/00455_940422_pl.ppm,446
colorferet/dvd1/data/images/00455/00455_940422_hl.ppm,446
colorferet/dvd1/data/images/00667/00667_941121_qr.ppm,654
colorferet/dvd1/data/images/00667/00667_941121_hr.ppm,654
colorferet/dvd1/data/images/00667/00667_941121_pr.ppm,654
colorferet/dvd1/data/images/00667/00667_941121_ql.ppm,654
colorferet/dvd1/data/images/00667/00667_941121_ra.ppm,654
colorferet/dvd1/data/images/00667/00667_941121_rc.ppm,654
colorferet/dvd1/data/images/00667/00667_941121_rb.ppm,654
colorferet/dvd1/data/images/00667/00667_941121_hl.ppm,654
colorferet/dvd1/data/images/00667/00667_941121_fb.ppm,654
colorferet/dvd1/data/images/00667/00667_941121_pl.ppm,654
colorferet/dvd1/data/images/00667/00667_941121_fa.ppm,654
colorferet/dvd1/data/images/00203/00203_940128_hr.ppm,201
colorferet/dvd1/data/images/00203/00203_940128_pr.ppm,201
colorferet/dvd1/data/images/00203/00203_940128_hl.ppm,201
colorferet/dvd1/data/images/00203/00203_940128_fb.ppm,201
colorferet/dvd1/data/images/00203/00203_940128_pl.ppm,201
colorferet/dvd1/data/images/00203/00203_940128_fa.ppm,201
colorferet/dvd1/data/images/00031/00031_930831_hl_a.ppm,29
colorferet/dvd1/data/images/00031/00031_930831_hr_a.ppm,29
colorferet/dvd1/data/images/00031/00031_930831_pr_a.ppm,29
colorferet/dvd1/data/images/00031/00031_930831_fa_a.ppm,29
colorferet/dvd1/data/images/00031/00031_930831_fb_a.ppm,29
colorferet/dvd1/data/images/00009/00009_930831_fb_a.ppm,8
colorferet/dvd1/data/images/00009/00009_930831_fa_a.ppm,8
colorferet/dvd1/data/images/00009/00009_930831_hr_a.ppm,8
colorferet/dvd1/data/images/00009/00009_930831_pr_a.ppm,8
colorferet/dvd1/data/images/00009/00009_930831_hl_a.ppm,8
colorferet/dvd1/data/images/00499/00499_940519_qr.ppm,488
colorferet/dvd1/data/images/00499/00499_940519_hr.ppm,488
colorferet/dvd1/data/images/00499/00499_940519_pr.ppm,488
colorferet/dvd1/data/images/00499/00499_940519_ql.ppm,488
colorferet/dvd1/data/images/00499/00499_940519_hl.ppm,488
colorferet/dvd1/data/images/00499/00499_940519_fb.ppm,488
colorferet/dvd1/data/images/00499/00499_940519_fa.ppm,488
colorferet/dvd1/data/images/00499/00499_940519_pl.ppm,488
colorferet/dvd1/data/images/00036/00036_930831_hl_a.ppm,34
colorferet/dvd1/data/images/00036/00036_930831_pr_a.ppm,34
colorferet/dvd1/data/images/00036/00036_930831_hr_a.ppm,34
colorferet/dvd1/data/images/00036/00036_930831_fa_a.ppm,34
colorferet/dvd1/data/images/00036/00036_930831_fb_a.ppm,34
colorferet/dvd1/data/images/00204/00204_940128_pl_a.ppm,202
colorferet/dvd1/data/images/00204/00204_940128_hl_a.ppm,202
colorferet/dvd1/data/images/00204/00204_940128_hr_a.ppm,202
colorferet/dvd1/data/images/00204/00204_940128_pr_a.ppm,202
colorferet/dvd1/data/images/00204/00204_940128_fa_a.ppm,202
colorferet/dvd1/data/images/00204/00204_940128_fb_a.ppm,202
colorferet/dvd1/data/images/00660/00660_960620_ra.ppm,647
colorferet/dvd1/data/images/00660/00660_941201_fb.ppm,647
colorferet/dvd1/data/images/00660/00660_941121_pr.ppm,647
colorferet/dvd1/data/images/00660/00660_960620_ql.ppm,647
colorferet/dvd1/data/images/00660/00660_941201_pl.ppm,647
colorferet/dvd1/data/images/00660/00660_960620_rb.ppm,647
colorferet/dvd1/data/images/00660/00660_941201_fa.ppm,647
colorferet/dvd1/data/images/00660/00660_960620_hl.ppm,647
colorferet/dvd1/data/images/00660/00660_960620_rc.ppm,647
colorferet/dvd1/data/images/00660/00660_941201_ra.ppm,647
colorferet/dvd1/data/images/00660/00660_960620_fb.ppm,647
colorferet/dvd1/data/images/00660/00660_941121_hr.ppm,647
colorferet/dvd1/data/images/00660/00660_941201_ql.ppm,647
colorferet/dvd1/data/images/00660/00660_941201_rb.ppm,647
colorferet/dvd1/data/images/00660/00660_960620_pl.ppm,647
colorferet/dvd1/data/images/00660/00660_941201_hl.ppm,647
colorferet/dvd1/data/images/00660/00660_960620_fa.ppm,647
colorferet/dvd1/data/images/00660/00660_941121_qr.ppm,647
colorferet/dvd1/data/images/00660/00660_941201_rc.ppm,647
colorferet/dvd1/data/images/00660/00660_960530_qr.ppm,647
colorferet/dvd1/data/images/00660/00660_960530_hr.ppm,647
colorferet/dvd1/data/images/00660/00660_960530_pr.ppm,647
colorferet/dvd1/data/images/00660/00660_960530_ql.ppm,647
colorferet/dvd1/data/images/00660/00660_960530_hl.ppm,647
colorferet/dvd1/data/images/00660/00660_960530_rc.ppm,647
colorferet/dvd1/data/images/00660/00660_960530_fb.ppm,647
colorferet/dvd1/data/images/00660/00660_960530_fa.ppm,647
colorferet/dvd1/data/images/00660/00660_960530_rd.ppm,647
colorferet/dvd1/data/images/00660/00660_960530_pl.ppm,647
colorferet/dvd1/data/images/00660/00660_960530_re.ppm,647
colorferet/dvd1/data/images/00660/00660_941121_pl.ppm,647
colorferet/dvd1/data/images/00660/00660_941121_rd.ppm,647
colorferet/dvd1/data/images/00660/00660_941121_fa.ppm,647
colorferet/dvd1/data/images/00660/00660_941121_re.ppm,647
colorferet/dvd1/data/images/00660/00660_960620_qr.ppm,647
colorferet/dvd1/data/images/00660/00660_941201_pr.ppm,647
colorferet/dvd1/data/images/00660/00660_960620_hr.ppm,647
colorferet/dvd1/data/images/00660/00660_941121_fb.ppm,647
colorferet/dvd1/data/images/00660/00660_941121_hl.ppm,647
colorferet/dvd1/data/images/00660/00660_941121_rc.ppm,647
colorferet/dvd1/data/images/00660/00660_941201_qr.ppm,647
colorferet/dvd1/data/images/00660/00660_960620_pr.ppm,647
colorferet/dvd1/data/images/00660/00660_941201_hr.ppm,647
colorferet/dvd1/data/images/00660/00660_941121_ql.ppm,647
colorferet/dvd1/data/images/00452/00452_940422_hr.ppm,443
colorferet/dvd1/data/images/00452/00452_940422_pr.ppm,443
colorferet/dvd1/data/images/00452/00452_940422_hl.ppm,443
colorferet/dvd1/data/images/00452/00452_940422_fa.ppm,443
colorferet/dvd1/data/images/00452/00452_940422_pl.ppm,443
colorferet/dvd1/data/images/00452/00452_940422_fb.ppm,443
colorferet/dvd1/data/images/00694/00694_941121_pr.ppm,681
colorferet/dvd1/data/images/00694/00694_941121_qr.ppm,681
colorferet/dvd1/data/images/00694/00694_941121_hr.ppm,681
colorferet/dvd1/data/images/00694/00694_941121_fb.ppm,681
colorferet/dvd1/data/images/00694/00694_941121_fa.ppm,681
colorferet/dvd1/data/images/00694/00694_941121_rd.ppm,681
colorferet/dvd1/data/images/00694/00694_941121_pl.ppm,681
colorferet/dvd1/data/images/00694/00694_941121_re.ppm,681
colorferet/dvd1/data/images/00694/00694_941121_ql.ppm,681
colorferet/dvd1/data/images/00694/00694_941121_hl.ppm,681
colorferet/dvd1/data/images/00694/00694_941121_rc.ppm,681
colorferet/dvd1/data/images/00669/00669_940307_hr_a.ppm,656
colorferet/dvd1/data/images/00669/00669_940307_pr_a.ppm,656
colorferet/dvd1/data/images/00669/00669_940307_fa.ppm,656
colorferet/dvd1/data/images/00669/00669_940307_pl.ppm,656
colorferet/dvd1/data/images/00669/00669_941121_pr.ppm,656
colorferet/dvd1/data/images/00669/00669_940307_fb.ppm,656
colorferet/dvd1/data/images/00669/00669_940307_pl_a.ppm,656
colorferet/dvd1/data/images/00669/00669_940307_hl.ppm,656
colorferet/dvd1/data/images/00669/00669_941121_hr.ppm,656
colorferet/dvd1/data/images/00669/00669_940307_hl_a.ppm,656
colorferet/dvd1/data/images/00669/00669_941121_qr.ppm,656
colorferet/dvd1/data/images/00669/00669_940307_pr.ppm,656
colorferet/dvd1/data/images/00669/00669_941121_pl.ppm,656
colorferet/dvd1/data/images/00669/00669_941121_fa.ppm,656
colorferet/dvd1/data/images/00669/00669_941121_fb.ppm,656
colorferet/dvd1/data/images/00669/00669_941121_rc.ppm,656
colorferet/dvd1/data/images/00669/00669_940307_hr.ppm,656
colorferet/dvd1/data/images/00669/00669_941121_rb.ppm,656
colorferet/dvd1/data/images/00669/00669_941121_hl.ppm,656
colorferet/dvd1/data/images/00669/00669_941121_ql.ppm,656
colorferet/dvd1/data/images/00669/00669_941121_ra.ppm,656
colorferet/dvd1/data/images/00669/00669_940307_fb_a.ppm,656
colorferet/dvd1/data/images/00669/00669_940307_fa_a.ppm,656
colorferet/dvd1/data/images/00656/00656_941121_fb.ppm,643
colorferet/dvd1/data/images/00656/00656_941121_fa.ppm,643
colorferet/dvd1/data/images/00656/00656_941121_pl.ppm,643
colorferet/dvd1/data/images/00656/00656_941121_ql.ppm,643
colorferet/dvd1/data/images/00656/00656_941121_ra.ppm,643
colorferet/dvd1/data/images/00656/00656_941121_rc.ppm,643
colorferet/dvd1/data/images/00656/00656_941121_hl.ppm,643
colorferet/dvd1/data/images/00656/00656_941121_rb.ppm,643
colorferet/dvd1/data/images/00656/00656_941121_pr.ppm,643
colorferet/dvd1/data/images/00656/00656_941121_qr.ppm,643
